Region,Region Code,State,State Code,Age Groups,Age Groups Code,Year,Year Code,Count,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error
West,CENS-R4,Utah,49,60-64 years ,60-64,2003,2003,Suppressed,72525,Suppressed,Suppressed,Suppressed,Suppressed
West,CENS-R4,Utah,49,60-64 years ,60-64,2004,2004,Suppressed,77090,Suppressed,Suppressed,Suppressed,Suppressed
West,CENS-R4,Utah,49,60-64 years ,60-64,2005,2005,Suppressed,80997,Suppressed,Suppressed,Suppressed,Suppressed
West,CENS-R4,Utah,49,60-64 years ,60-64,2006,2006,17,84521,20.11334461,11.71663249,32.20323282,4.878202607
West,CENS-R4,Utah,49,60-64 years ,60-64,2007,2007,21,91933,22.84272242,14.13993312,34.91741003,4.984690693
West,CENS-R4,Utah,49,60-64 years ,60-64,2008,2008,21,97062,21.63565556,13.39274352,33.07228633,4.72128711
West,CENS-R4,Utah,49,60-64 years ,60-64,2009,2009,17,101864,16.68891856,9.721800583,26.72042568,4.047657294
West,CENS-R4,Utah,49,60-64 years ,60-64,2010,2010,20,108662,18.4056984,11.24260464,28.42601804,4.115639281
West,CENS-R4,Utah,49,60-64 years ,60-64,2011,2011,Suppressed,115598,Suppressed,Suppressed,Suppressed,Suppressed
West,CENS-R4,Utah,49,60-64 years ,60-64,2012,2012,26,117899,22.05277399,14.40556315,32.31242168,4.324904803
West,CENS-R4,Utah,49,60-64 years ,60-64,2013,2013,17,122350,13.89456477,8.09400486,22.24641963,3.369926952
West,CENS-R4,Utah,49,60-64 years ,60-64,2014,2014,Suppressed,127173,Suppressed,Suppressed,Suppressed,Suppressed
West,CENS-R4,Utah,49,60-64 years ,60-64,2015,2015,24,132027,18.17809993,11.64695318,27.04756362,3.710589111
West,CENS-R4,Utah,49,60-64 years ,60-64,2016,2016,23,136883,16.80267089,10.65143024,25.21214528,3.503599076
West,CENS-R4,Utah,49,60-64 years ,60-64,2017,2017,30,141744,21.16491703,14.27978624,30.21424801,3.864167496
West,CENS-R4,Utah,49,60-64 years ,60-64,2018,2018,25,145161,17.22225667,11.14526005,25.42342323,3.444451333
West,CENS-R4,Utah,49,60-64 years ,60-64,2019,2019,27,147796,18.26842404,12.03892115,26.57955905,3.515759846
West,CENS-R4,Utah,49,60-64 years ,60-64,2020,2020,28,150777,18.57047162,12.33992365,26.83943345,3.50948926
West,CENS-R4,Utah,49,60-64 years ,60-64,2021,2021,20,153979,12.98878419,7.933834521,20.06005996,2.904380438
West,CENS-R4,Utah,49,65-69 years,65-69,1999,1999,Suppressed,53298,Suppressed,Suppressed,Suppressed,Suppressed
West,CENS-R4,Utah,49,65-69 years,65-69,2000,2000,Suppressed,53823,Suppressed,Suppressed,Suppressed,Suppressed
West,CENS-R4,Utah,49,65-69 years,65-69,2001,2001,16,54742,29.22801505,16.70620612,47.46411255,7.307003763
West,CENS-R4,Utah,49,65-69 years,65-69,2002,2002,Suppressed,55936,Suppressed,Suppressed,Suppressed,Suppressed
West,CENS-R4,Utah,49,65-69 years,65-69,2003,2003,18,57837,31.12194616,18.44474491,49.18595742,7.335513058
West,CENS-R4,Utah,49,65-69 years,65-69,2004,2004,16,60017,26.65911325,15.2378682,43.29240797,6.664778313
West,CENS-R4,Utah,49,65-69 years,65-69,2005,2005,Suppressed,62511,Suppressed,Suppressed,Suppressed,Suppressed
West,CENS-R4,Utah,49,65-69 years,65-69,2006,2006,Suppressed,65503,Suppressed,Suppressed,Suppressed,Suppressed
West,CENS-R4,Utah,49,65-69 years,65-69,2007,2007,Suppressed,68312,Suppressed,Suppressed,Suppressed,Suppressed
West,CENS-R4,Utah,49,65-69 years,65-69,2008,2008,21,72562,28.9407679,17.91470014,44.23888889,6.315393312
West,CENS-R4,Utah,49,65-69 years,65-69,2009,2009,Suppressed,76719,Suppressed,Suppressed,Suppressed,Suppressed
West,CENS-R4,Utah,49,65-69 years,65-69,2010,2010,19,80080,23.72627373,14.28462456,37.05132615,5.443180499
West,CENS-R4,Utah,49,65-69 years,65-69,2011,2011,16,82543,19.3838363,11.07945114,31.47790181,4.845959076
West,CENS-R4,Utah,49,65-69 years,65-69,2012,2012,21,89871,23.36682578,14.46435971,35.71855499,5.099059424
West,CENS-R4,Utah,49,65-69 years,65-69,2013,2013,22,94390,23.30755377,14.60665547,35.28776592,4.969187159
West,CENS-R4,Utah,49,65-69 years,65-69,2014,2014,Suppressed,99470,Suppressed,Suppressed,Suppressed,Suppressed
West,CENS-R4,Utah,49,65-69 years,65-69,2015,2015,32,105584,30.30762237,20.73032492,42.78531994,5.357681324
West,CENS-R4,Utah,49,65-69 years,65-69,2016,2016,35,112625,31.07658158,21.64592713,43.21999672,5.252901028
West,CENS-R4,Utah,49,65-69 years,65-69,2017,2017,30,114957,26.09671442,17.60722723,37.25469845,4.764586389
West,CENS-R4,Utah,49,65-69 years,65-69,2018,2018,31,119085,26.03182601,17.68733182,36.95007387,4.675453972
West,CENS-R4,Utah,49,65-69 years,65-69,2019,2019,29,123758,23.43282859,15.69326332,33.65330718,4.351367029
West,CENS-R4,Utah,49,65-69 years,65-69,2020,2020,30,128887,23.27620319,15.70425272,33.22824156,4.249633846
West,CENS-R4,Utah,49,65-69 years,65-69,2021,2021,31,133543,23.21349678,15.7724172,32.94968322,4.1692671
West,CENS-R4,Utah,49,70-74 years,70-74,1999,1999,Suppressed,47428,Suppressed,Suppressed,Suppressed,Suppressed
West,CENS-R4,Utah,49,70-74 years,70-74,2000,2000,16,47968,33.35557038,19.06544229,54.16695399,8.338892595
West,CENS-R4,Utah,49,70-74 years,70-74,2001,2001,20,48443,41.28563466,25.21817199,63.7621116,9.23174856
West,CENS-R4,Utah,49,70-74 years,70-74,2002,2002,19,48974,38.79609589,23.35755166,60.58459995,8.900434809
West,CENS-R4,Utah,49,70-74 years,70-74,2003,2003,Suppressed,49501,Suppressed,Suppressed,Suppressed,Suppressed
West,CENS-R4,Utah,49,70-74 years,70-74,2004,2004,16,49815,32.11883971,18.35854934,52.15859578,8.029709927
West,CENS-R4,Utah,49,70-74 years,70-74,2005,2005,Suppressed,51241,Suppressed,Suppressed,Suppressed,Suppressed
West,CENS-R4,Utah,49,70-74 years,70-74,2006,2006,17,52813,32.18904436,18.75109338,51.53748966,7.806989994
West,CENS-R4,Utah,49,70-74 years,70-74,2007,2007,17,53948,31.5118262,18.35659329,50.45320385,7.642740464
West,CENS-R4,Utah,49,70-74 years,70-74,2008,2008,18,55750,32.28699552,19.13522353,51.02723263,7.610117824
West,CENS-R4,Utah,49,70-74 years,70-74,2009,2009,20,57528,34.76567932,21.23564013,53.69260138,7.773842225
West,CENS-R4,Utah,49,70-74 years,70-74,2010,2010,20,59181,33.79463003,20.64250191,52.19289928,7.556709003
West,CENS-R4,Utah,49,70-74 years,70-74,2011,2011,23,61134,37.62227239,23.8492447,56.45163219,7.844786082
West,CENS-R4,Utah,49,70-74 years,70-74,2012,2012,32,63877,50.09627879,34.26570795,70.7209985,8.85585461
West,CENS-R4,Utah,49,70-74 years,70-74,2013,2013,Suppressed,68094,Suppressed,Suppressed,Suppressed,Suppressed
West,CENS-R4,Utah,49,70-74 years,70-74,2014,2014,19,71963,26.40245682,15.89584557,41.2304962,6.057139007
West,CENS-R4,Utah,49,70-74 years,70-74,2015,2015,21,74909,28.0340146,17.35340843,42.85282484,6.117523522
West,CENS-R4,Utah,49,70-74 years,70-74,2016,2016,19,77264,24.59101263,14.80524869,38.40171617,5.64156521
West,CENS-R4,Utah,49,70-74 years,70-74,2017,2017,34,84289,40.33741058,27.93471254,56.36748138,6.917808842
West,CENS-R4,Utah,49,70-74 years,70-74,2018,2018,24,88695,27.05902249,17.33707974,40.26166844,5.523399837
West,CENS-R4,Utah,49,70-74 years,70-74,2019,2019,39,93581,41.67512636,29.63503647,56.97122307,6.673361044
West,CENS-R4,Utah,49,70-74 years,70-74,2020,2020,34,99696,34.10367517,23.61768763,47.65646203,5.84873204
West,CENS-R4,Utah,49,70-74 years,70-74,2021,2021,39,106504,36.61834297,26.03917551,50.05843937,5.863627656
West,CENS-R4,Utah,49,75-79 years,75-79,1999,1999,18,39175,45.94767071,27.23136469,72.61692965,10.82996985
West,CENS-R4,Utah,49,75-79 years,75-79,2000,2000,20,39978,50.02751513,30.55790449,77.26319407,11.18649246
West,CENS-R4,Utah,49,75-79 years,75-79,2001,2001,Suppressed,40430,Suppressed,Suppressed,Suppressed,Suppressed
West,CENS-R4,Utah,49,75-79 years,75-79,2002,2002,Suppressed,40865,Suppressed,Suppressed,Suppressed,Suppressed
West,CENS-R4,Utah,49,75-79 years,75-79,2003,2003,Suppressed,40974,Suppressed,Suppressed,Suppressed,Suppressed
West,CENS-R4,Utah,49,75-79 years,75-79,2004,2004,16,41442,38.60817528,22.06773649,62.69679188,9.65204382
West,CENS-R4,Utah,49,75-79 years,75-79,2005,2005,Suppressed,42404,Suppressed,Suppressed,Suppressed,Suppressed
West,CENS-R4,Utah,49,75-79 years,75-79,2006,2006,Suppressed,43706,Suppressed,Suppressed,Suppressed,Suppressed
West,CENS-R4,Utah,49,75-79 years,75-79,2007,2007,24,44177,54.32691219,34.80798352,80.83411464,11.08943452
West,CENS-R4,Utah,49,75-79 years,75-79,2008,2008,16,44826,35.6935707,20.40180109,57.96369181,8.923392674
West,CENS-R4,Utah,49,75-79 years,75-79,2009,2009,18,45049,39.95649182,23.68063024,63.14831004,9.417835439
West,CENS-R4,Utah,49,75-79 years,75-79,2010,2010,22,45982,47.84480884,29.98395481,72.43730645,10.20054752
West,CENS-R4,Utah,49,75-79 years,75-79,2011,2011,20,46902,42.64210481,26.04673374,65.85706308,9.535064507
West,CENS-R4,Utah,49,75-79 years,75-79,2012,2012,28,47877,58.48319652,38.86159675,84.52428633,11.05228528
West,CENS-R4,Utah,49,75-79 years,75-79,2013,2013,18,49220,36.5704998,21.67388687,57.79699754,8.619749466
West,CENS-R4,Utah,49,75-79 years,75-79,2014,2014,25,50629,49.37881451,31.95514614,72.89279939,9.875762903
West,CENS-R4,Utah,49,75-79 years,75-79,2015,2015,22,51975,42.32804233,26.52664185,64.0848913,9.024368946
West,CENS-R4,Utah,49,75-79 years,75-79,2016,2016,Suppressed,53831,Suppressed,Suppressed,Suppressed,Suppressed
West,CENS-R4,Utah,49,75-79 years,75-79,2017,2017,22,56152,39.17937028,24.55339454,59.31778432,8.35306981
West,CENS-R4,Utah,49,75-79 years,75-79,2018,2018,22,60132,36.58617708,22.92826132,55.3916754,7.800199162
West,CENS-R4,Utah,49,75-79 years,75-79,2019,2019,30,63665,47.1216524,31.79257081,67.26911757,8.603197322
West,CENS-R4,Utah,49,75-79 years,75-79,2020,2020,29,66361,43.70036618,29.266691,62.76074787,8.114954276
West,CENS-R4,Utah,49,75-79 years,75-79,2021,2021,24,68482,35.04570544,22.45425496,52.145216,7.153674667
West,CENS-R4,Utah,49,80-84 years,80-84,1999,1999,Suppressed,26586,Suppressed,Suppressed,Suppressed,Suppressed
West,CENS-R4,Utah,49,80-84 years,80-84,2000,2000,16,27493,58.19663187,33.26414489,94.50698174,14.54915797
West,CENS-R4,Utah,49,80-84 years,80-84,2001,2001,Suppressed,28368,Suppressed,Suppressed,Suppressed,Suppressed
West,CENS-R4,Utah,49,80-84 years,80-84,2002,2002,Suppressed,29213,Suppressed,Suppressed,Suppressed,Suppressed
West,CENS-R4,Utah,49,80-84 years,80-84,2003,2003,Suppressed,29686,Suppressed,Suppressed,Suppressed,Suppressed
West,CENS-R4,Utah,49,80-84 years,80-84,2004,2004,Suppressed,30454,Suppressed,Suppressed,Suppressed,Suppressed
West,CENS-R4,Utah,49,80-84 years,80-84,2005,2005,Suppressed,31446,Suppressed,Suppressed,Suppressed,Suppressed
West,CENS-R4,Utah,49,80-84 years,80-84,2006,2006,Suppressed,32209,Suppressed,Suppressed,Suppressed,Suppressed
West,CENS-R4,Utah,49,80-84 years,80-84,2007,2007,Suppressed,32682,Suppressed,Suppressed,Suppressed,Suppressed
West,CENS-R4,Utah,49,80-84 years,80-84,2008,2008,Suppressed,33131,Suppressed,Suppressed,Suppressed,Suppressed
West,CENS-R4,Utah,49,80-84 years,80-84,2009,2009,Suppressed,33948,Suppressed,Suppressed,Suppressed,Suppressed
West,CENS-R4,Utah,49,80-84 years,80-84,2010,2010,Suppressed,34547,Suppressed,Suppressed,Suppressed,Suppressed
West,CENS-R4,Utah,49,80-84 years,80-84,2011,2011,22,34939,62.96688514,39.46083774,95.33221401,13.42458502
West,CENS-R4,Utah,49,80-84 years,80-84,2012,2012,20,35305,56.64919983,34.60257487,87.48981653,12.66714617
West,CENS-R4,Utah,49,80-84 years,80-84,2013,2013,16,35651,44.87952652,25.65232772,72.8809977,11.21988163
West,CENS-R4,Utah,49,80-84 years,80-84,2014,2014,18,35996,50.00555617,29.63631269,79.03012054,11.78642262
West,CENS-R4,Utah,49,80-84 years,80-84,2015,2015,19,36544,51.99211909,31.3023406,81.19171952,11.92781016
West,CENS-R4,Utah,49,80-84 years,80-84,2016,2016,18,37260,48.30917874,28.63093697,76.34912021,11.38658263
West,CENS-R4,Utah,49,80-84 years,80-84,2017,2017,21,38215,54.95224388,34.01613167,84.00005903,11.99156272
West,CENS-R4,Utah,49,80-84 years,80-84,2018,2018,Suppressed,39343,Suppressed,Suppressed,Suppressed,Suppressed
West,CENS-R4,Utah,49,80-84 years,80-84,2019,2019,17,40821,41.64523162,24.25960889,66.67767672,10.10045228
West,CENS-R4,Utah,49,80-84 years,80-84,2020,2020,Suppressed,42143,Suppressed,Suppressed,Suppressed,Suppressed
West,CENS-R4,Utah,49,80-84 years,80-84,2021,2021,17,43257,39.29999769,22.89343909,62.92275104,9.531649503
West,CENS-R4,Utah,49,85+ years,85+,1999,1999,Suppressed,21157,Suppressed,Suppressed,Suppressed,Suppressed
West,CENS-R4,Utah,49,85+ years,85+,2000,2000,Suppressed,21964,Suppressed,Suppressed,Suppressed,Suppressed
West,CENS-R4,Utah,49,85+ years,85+,2001,2001,Suppressed,22384,Suppressed,Suppressed,Suppressed,Suppressed
West,CENS-R4,Utah,49,85+ years,85+,2002,2002,Suppressed,22952,Suppressed,Suppressed,Suppressed,Suppressed
West,CENS-R4,Utah,49,85+ years,85+,2003,2003,Suppressed,23565,Suppressed,Suppressed,Suppressed,Suppressed
West,CENS-R4,Utah,49,85+ years,85+,2004,2004,Suppressed,24128,Suppressed,Suppressed,Suppressed,Suppressed
West,CENS-R4,Utah,49,85+ years,85+,2005,2005,Suppressed,25170,Suppressed,Suppressed,Suppressed,Suppressed
West,CENS-R4,Utah,49,85+ years,85+,2006,2006,Suppressed,26635,Suppressed,Suppressed,Suppressed,Suppressed
West,CENS-R4,Utah,49,85+ years,85+,2007,2007,Suppressed,27771,Suppressed,Suppressed,Suppressed,Suppressed
West,CENS-R4,Utah,49,85+ years,85+,2008,2008,Suppressed,28922,Suppressed,Suppressed,Suppressed,Suppressed
West,CENS-R4,Utah,49,85+ years,85+,2009,2009,Suppressed,30150,Suppressed,Suppressed,Suppressed,Suppressed
West,CENS-R4,Utah,49,85+ years,85+,2010,2010,Suppressed,31256,Suppressed,Suppressed,Suppressed,Suppressed
West,CENS-R4,Utah,49,85+ years,85+,2011,2011,Suppressed,32188,Suppressed,Suppressed,Suppressed,Suppressed
West,CENS-R4,Utah,49,85+ years,85+,2012,2012,20,32769,61.03329366,37.28047562,94.26067236,13.64745935
West,CENS-R4,Utah,49,85+ years,85+,2013,2013,Suppressed,33349,Suppressed,Suppressed,Suppressed,Suppressed
West,CENS-R4,Utah,49,85+ years,85+,2014,2014,16,34094,46.92907843,26.82381462,76.20931686,11.73226961
West,CENS-R4,Utah,49,85+ years,85+,2015,2015,20,34776,57.51092708,35.12893679,88.82068014,12.85983424
West,CENS-R4,Utah,49,85+ years,85+,2016,2016,Suppressed,35539,Suppressed,Suppressed,Suppressed,Suppressed
West,CENS-R4,Utah,49,85+ years,85+,2017,2017,18,36111,49.84630722,29.54193214,78.77843923,11.74888728
West,CENS-R4,Utah,49,85+ years,85+,2018,2018,Suppressed,36510,Suppressed,Suppressed,Suppressed,Suppressed
West,CENS-R4,Utah,49,85+ years,85+,2019,2019,17,37278,45.6033049,26.56530647,73.01489998,11.06042606
West,CENS-R4,Utah,49,85+ years,85+,2020,2020,18,38428,46.84084522,27.76071384,74.02852657,11.0404931
West,CENS-R4,Utah,49,85+ years,85+,2021,2021,17,38668,43.96400124,25.61036243,70.39023072,10.66283652
West,CENS-R4,Wyoming,56,< 1 year,1,1999,1999,0,6070,0,0,0,0
West,CENS-R4,Wyoming,56,< 1 year,1,2000,2000,0,6183,0,0,0,0
West,CENS-R4,Wyoming,56,< 1 year,1,2001,2001,0,6176,0,0,0,0
West,CENS-R4,Wyoming,56,< 1 year,1,2002,2002,0,6407,0,0,0,0
West,CENS-R4,Wyoming,56,< 1 year,1,2003,2003,0,6695,0,0,0,0
West,CENS-R4,Wyoming,56,< 1 year,1,2004,2004,0,6765,0,0,0,0
West,CENS-R4,Wyoming,56,< 1 year,1,2005,2005,0,6979,0,0,0,0
West,CENS-R4,Wyoming,56,< 1 year,1,2006,2006,0,7416,0,0,0,0
West,CENS-R4,Wyoming,56,< 1 year,1,2007,2007,0,7956,0,0,0,0
West,CENS-R4,Wyoming,56,< 1 year,1,2008,2008,0,7970,0,0,0,0
West,CENS-R4,Wyoming,56,< 1 year,1,2009,2009,0,8172,0,0,0,0
West,CENS-R4,Wyoming,56,< 1 year,1,2010,2010,0,7799,0,0,0,0
West,CENS-R4,Wyoming,56,< 1 year,1,2011,2011,0,7381,0,0,0,0
West,CENS-R4,Wyoming,56,< 1 year,1,2012,2012,0,7354,0,0,0,0
West,CENS-R4,Wyoming,56,< 1 year,1,2013,2013,0,7433,0,0,0,0
West,CENS-R4,Wyoming,56,< 1 year,1,2014,2014,0,7587,0,0,0,0
West,CENS-R4,Wyoming,56,< 1 year,1,2015,2015,0,7661,0,0,0,0
West,CENS-R4,Wyoming,56,< 1 year,1,2016,2016,0,7542,0,0,0,0
West,CENS-R4,Wyoming,56,< 1 year,1,2017,2017,0,6875,0,0,0,0
West,CENS-R4,Wyoming,56,< 1 year,1,2018,2018,0,6582,0,0,0,0
West,CENS-R4,Wyoming,56,< 1 year,1,2019,2019,0,6202,0,0,0,0
West,CENS-R4,Wyoming,56,< 1 year,1,2020,2020,0,6233,0,0,0,0
West,CENS-R4,Wyoming,56,< 1 year,1,2021,2021,0,6111,0,0,0,0
West,CENS-R4,Wyoming,56,1-4 years,4-Jan,1999,1999,0,25021,0,0,0,0
West,CENS-R4,Wyoming,56,1-4 years,4-Jan,2000,2000,0,24707,0,0,0,0
West,CENS-R4,Wyoming,56,1-4 years,4-Jan,2001,2001,0,24715,0,0,0,0
West,CENS-R4,Wyoming,56,1-4 years,4-Jan,2002,2002,0,25165,0,0,0,0
West,CENS-R4,Wyoming,56,1-4 years,4-Jan,2003,2003,0,25338,0,0,0,0
West,CENS-R4,Wyoming,56,1-4 years,4-Jan,2004,2004,0,25900,0,0,0,0
West,CENS-R4,Wyoming,56,1-4 years,4-Jan,2005,2005,0,26459,0,0,0,0
West,CENS-R4,Wyoming,56,1-4 years,4-Jan,2006,2006,0,27331,0,0,0,0
West,CENS-R4,Wyoming,56,1-4 years,4-Jan,2007,2007,0,28906,0,0,0,0
West,CENS-R4,Wyoming,56,1-4 years,4-Jan,2008,2008,0,30207,0,0,0,0
West,CENS-R4,Wyoming,56,1-4 years,4-Jan,2009,2009,0,31806,0,0,0,0
West,CENS-R4,Wyoming,56,1-4 years,4-Jan,2010,2010,0,32361,0,0,0,0
West,CENS-R4,Wyoming,56,1-4 years,4-Jan,2011,2011,0,32097,0,0,0,0
West,CENS-R4,Wyoming,56,1-4 years,4-Jan,2012,2012,0,31461,0,0,0,0
West,CENS-R4,Wyoming,56,1-4 years,4-Jan,2013,2013,0,31096,0,0,0,0
West,CENS-R4,Wyoming,56,1-4 years,4-Jan,2014,2014,0,30548,0,0,0,0
West,CENS-R4,Wyoming,56,1-4 years,4-Jan,2015,2015,0,30396,0,0,0,0
West,CENS-R4,Wyoming,56,1-4 years,4-Jan,2016,2016,0,29980,0,0,0,0
West,CENS-R4,Wyoming,56,1-4 years,4-Jan,2017,2017,0,29224,0,0,0,0
West,CENS-R4,Wyoming,56,1-4 years,4-Jan,2018,2018,0,28556,0,0,0,0
West,CENS-R4,Wyoming,56,1-4 years,4-Jan,2019,2019,0,27758,0,0,0,0
West,CENS-R4,Wyoming,56,1-4 years,4-Jan,2020,2020,0,26843,0,0,0,0
West,CENS-R4,Wyoming,56,1-4 years,4-Jan,2021,2021,0,25865,0,0,0,0
West,CENS-R4,Wyoming,56,5-9 years,9-May,1999,1999,0,34679,0,0,0,0
West,CENS-R4,Wyoming,56,5-9 years,9-May,2000,2000,0,33938,0,0,0,0
West,CENS-R4,Wyoming,56,5-9 years,9-May,2001,2001,0,32786,0,0,0,0
West,CENS-R4,Wyoming,56,5-9 years,9-May,2002,2002,0,32457,0,0,0,0
West,CENS-R4,Wyoming,56,5-9 years,9-May,2003,2003,0,32163,0,0,0,0
West,CENS-R4,Wyoming,56,5-9 years,9-May,2004,2004,0,31954,0,0,0,0
West,CENS-R4,Wyoming,56,5-9 years,9-May,2005,2005,0,32303,0,0,0,0
West,CENS-R4,Wyoming,56,5-9 years,9-May,2006,2006,0,32939,0,0,0,0
West,CENS-R4,Wyoming,56,5-9 years,9-May,2007,2007,0,34079,0,0,0,0
West,CENS-R4,Wyoming,56,5-9 years,9-May,2008,2008,0,35372,0,0,0,0
West,CENS-R4,Wyoming,56,5-9 years,9-May,2009,2009,0,36643,0,0,0,0
West,CENS-R4,Wyoming,56,5-9 years,9-May,2010,2010,0,37378,0,0,0,0
West,CENS-R4,Wyoming,56,5-9 years,9-May,2011,2011,0,38097,0,0,0,0
West,CENS-R4,Wyoming,56,5-9 years,9-May,2012,2012,0,39257,0,0,0,0
West,CENS-R4,Wyoming,56,5-9 years,9-May,2013,2013,0,40014,0,0,0,0
West,CENS-R4,Wyoming,56,5-9 years,9-May,2014,2014,0,40445,0,0,0,0
West,CENS-R4,Wyoming,56,5-9 years,9-May,2015,2015,0,40741,0,0,0,0
West,CENS-R4,Wyoming,56,5-9 years,9-May,2016,2016,0,39953,0,0,0,0
West,CENS-R4,Wyoming,56,5-9 years,9-May,2017,2017,0,38400,0,0,0,0
West,CENS-R4,Wyoming,56,5-9 years,9-May,2018,2018,0,37283,0,0,0,0
West,CENS-R4,Wyoming,56,5-9 years,9-May,2019,2019,0,36664,0,0,0,0
West,CENS-R4,Wyoming,56,5-9 years,9-May,2020,2020,0,36400,0,0,0,0
West,CENS-R4,Wyoming,56,5-9 years,9-May,2021,2021,0,36172,0,0,0,0
West,CENS-R4,Wyoming,56,10-14 years,14-Oct,1999,1999,0,39170,0,0,0,0
West,CENS-R4,Wyoming,56,10-14 years,14-Oct,2000,2000,0,38454,0,0,0,0
West,CENS-R4,Wyoming,56,10-14 years,14-Oct,2001,2001,0,37573,0,0,0,0
West,CENS-R4,Wyoming,56,10-14 years,14-Oct,2002,2002,0,36994,0,0,0,0
West,CENS-R4,Wyoming,56,10-14 years,14-Oct,2003,2003,0,36411,0,0,0,0
West,CENS-R4,Wyoming,56,10-14 years,14-Oct,2004,2004,0,36332,0,0,0,0
West,CENS-R4,Wyoming,56,10-14 years,14-Oct,2005,2005,0,35448,0,0,0,0
West,CENS-R4,Wyoming,56,10-14 years,14-Oct,2006,2006,0,34764,0,0,0,0
West,CENS-R4,Wyoming,56,10-14 years,14-Oct,2007,2007,0,34776,0,0,0,0
West,CENS-R4,Wyoming,56,10-14 years,14-Oct,2008,2008,0,35210,0,0,0,0
West,CENS-R4,Wyoming,56,10-14 years,14-Oct,2009,2009,0,35772,0,0,0,0
West,CENS-R4,Wyoming,56,10-14 years,14-Oct,2010,2010,0,36005,0,0,0,0
West,CENS-R4,Wyoming,56,10-14 years,14-Oct,2011,2011,0,36230,0,0,0,0
West,CENS-R4,Wyoming,56,10-14 years,14-Oct,2012,2012,0,36685,0,0,0,0
West,CENS-R4,Wyoming,56,10-14 years,14-Oct,2013,2013,0,37159,0,0,0,0
West,CENS-R4,Wyoming,56,10-14 years,14-Oct,2014,2014,0,37597,0,0,0,0
West,CENS-R4,Wyoming,56,10-14 years,14-Oct,2015,2015,0,38228,0,0,0,0
West,CENS-R4,Wyoming,56,10-14 years,14-Oct,2016,2016,0,38993,0,0,0,0
West,CENS-R4,Wyoming,56,10-14 years,14-Oct,2017,2017,0,39389,0,0,0,0
West,CENS-R4,Wyoming,56,10-14 years,14-Oct,2018,2018,0,39785,0,0,0,0
West,CENS-R4,Wyoming,56,10-14 years,14-Oct,2019,2019,0,40215,0,0,0,0
West,CENS-R4,Wyoming,56,10-14 years,14-Oct,2020,2020,0,40248,0,0,0,0
West,CENS-R4,Wyoming,56,10-14 years,14-Oct,2021,2021,0,39645,0,0,0,0
West,CENS-R4,Wyoming,56,15-19 years,15-19,1999,1999,0,42523,0,0,0,0
West,CENS-R4,Wyoming,56,15-19 years,15-19,2000,2000,0,42004,0,0,0,0
West,CENS-R4,Wyoming,56,15-19 years,15-19,2001,2001,0,41632,0,0,0,0
West,CENS-R4,Wyoming,56,15-19 years,15-19,2002,2002,0,40947,0,0,0,0
West,CENS-R4,Wyoming,56,15-19 years,15-19,2003,2003,0,40157,0,0,0,0
West,CENS-R4,Wyoming,56,15-19 years,15-19,2004,2004,0,39553,0,0,0,0
West,CENS-R4,Wyoming,56,15-19 years,15-19,2005,2005,0,38916,0,0,0,0
West,CENS-R4,Wyoming,56,15-19 years,15-19,2006,2006,0,38760,0,0,0,0
West,CENS-R4,Wyoming,56,15-19 years,15-19,2007,2007,0,38640,0,0,0,0
West,CENS-R4,Wyoming,56,15-19 years,15-19,2008,2008,0,38839,0,0,0,0
West,CENS-R4,Wyoming,56,15-19 years,15-19,2009,2009,0,39062,0,0,0,0
West,CENS-R4,Wyoming,56,15-19 years,15-19,2010,2010,0,37906,0,0,0,0
West,CENS-R4,Wyoming,56,15-19 years,15-19,2011,2011,0,37060,0,0,0,0
West,CENS-R4,Wyoming,56,15-19 years,15-19,2012,2012,0,37186,0,0,0,0
West,CENS-R4,Wyoming,56,15-19 years,15-19,2013,2013,0,37748,0,0,0,0
West,CENS-R4,Wyoming,56,15-19 years,15-19,2014,2014,0,37094,0,0,0,0
West,CENS-R4,Wyoming,56,15-19 years,15-19,2015,2015,0,37462,0,0,0,0
West,CENS-R4,Wyoming,56,15-19 years,15-19,2016,2016,0,37228,0,0,0,0
West,CENS-R4,Wyoming,56,15-19 years,15-19,2017,2017,0,37199,0,0,0,0
West,CENS-R4,Wyoming,56,15-19 years,15-19,2018,2018,0,37307,0,0,0,0
West,CENS-R4,Wyoming,56,15-19 years,15-19,2019,2019,0,37614,0,0,0,0
West,CENS-R4,Wyoming,56,15-19 years,15-19,2020,2020,0,38173,0,0,0,0
West,CENS-R4,Wyoming,56,15-19 years,15-19,2021,2021,0,38654,0,0,0,0
West,CENS-R4,Wyoming,56,20-24 years,20-24,1999,1999,0,33185,0,0,0,0
West,CENS-R4,Wyoming,56,20-24 years,20-24,2000,2000,0,33627,0,0,0,0
West,CENS-R4,Wyoming,56,20-24 years,20-24,2001,2001,0,35140,0,0,0,0
West,CENS-R4,Wyoming,56,20-24 years,20-24,2002,2002,0,37471,0,0,0,0
West,CENS-R4,Wyoming,56,20-24 years,20-24,2003,2003,0,39157,0,0,0,0
West,CENS-R4,Wyoming,56,20-24 years,20-24,2004,2004,0,40438,0,0,0,0
West,CENS-R4,Wyoming,56,20-24 years,20-24,2005,2005,0,40610,0,0,0,0
